punct_id,time_id ,airline_id,airport_id ,ratings_id,area_id,num_of_flights,num_of_flights_cancelled,avg_early_on_time_flights,avg_cancelled_flights,total_minutes_delayed,min_delays_minutes,max_delays_minutes,avg_delays_minutes
AP4126,202308,AL215,BHD,RT03,NI01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4127,202308,AL315,BHD,RT03,NI01,2,0,50.00,0.00,15.00,0.00,15.00,7.50
AP4128,202308,AL002,BFS,RT03,NI02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4129,202308,AL008,BFS,RT04,NI02,2,0,0.00,0.00,37.00,15.00,22.00,18.50
AP4130,202308,AL010,BFS,RT03,NI02,2,0,0.00,0.00,9.00,9.00,9.00,9.00
AP4131,202308,AL013,BFS,RT04,NI02,3,0,0.00,0.00,68.00,0.00,68.00,34.00
AP4132,202308,AL033,BFS,RT03,NI02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4133,202308,AL045,BFS,RT03,NI02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4134,202308,AL076,BFS,RT03,NI02,14,0,21.43,0.00,14.57,14.57,14.57,14.57
AP4135,202308,AL083,BFS,RT04,NI02,1,0,0.00,0.00,28.00,28.00,28.00,28.00
AP4136,202308,AL095,BFS,RT03,NI02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4137,202308,AL099,BFS,RT03,NI02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4138,202308,AL104,BFS,RT04,NI02,3,0,0.00,0.00,67.50,10.00,57.50,33.75
AP4139,202308,AL116,BFS,RT03,NI02,100,4,9.32,2.18,74.90,0.00,37.73,14.98
AP4140,202308,AL118,BFS,RT04,NI02,2989,83,18.43,2.21,891.50,0.00,67.94,28.76
AP4141,202308,AL124,BFS,RT03,NI02,2,0,0.00,0.00,4.50,0.00,4.50,2.25
AP4142,202308,AL127,BFS,RT03,NI02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4143,202308,AL149,BFS,RT03,NI02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4144,202308,AL152,BFS,RT04,NI02,9,0,33.33,0.00,17.33,17.33,17.33,17.33
AP4145,202308,AL157,BFS,RT03,NI02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4146,202308,AL183,BFS,RT04,NI02,360,8,24.96,2.18,334.85,0.00,56.19,16.74
AP4147,202308,AL238,BFS,RT03,NI02,2,0,0.00,0.00,3.50,3.50,3.50,3.50
AP4148,202308,AL248,BFS,RT03,NI02,80,0,30.65,0.00,91.04,0.63,31.70,13.01
AP4149,202308,AL250,BFS,RT04,NI02,565,6,30.32,0.61,454.12,2.10,75.13,30.27
AP4150,202308,AL296,BFS,RT04,NI02,124,0,11.83,0.00,461.83,5.70,183.00,41.98
AP4151,202308,AL326,BFS,RT03,NI02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4152,202308,AL001,BHX,RT04,WM01,1,0,0.00,0.00,29.00,29.00,29.00,29.00
AP4153,202308,AL007,BHX,RT04,WM01,18,0,11.11,0.00,25.83,25.83,25.83,25.83
AP4154,202308,AL008,BHX,RT04,WM01,116,0,18.97,0.00,20.28,20.28,20.28,20.28
AP4155,202308,AL032,BHX,RT04,WM01,196,6,17.82,2.97,18.20,18.20,18.20,18.20
AP4156,202308,AL034,BHX,RT04,WM01,2,0,0.00,0.00,44.00,3.00,41.00,22.00
AP4157,202308,AL035,BHX,RT04,WM01,53,1,22.25,1.79,71.19,27.15,44.04,35.60
AP4158,202308,AL040,BHX,RT04,WM01,16,0,13.33,0.00,182.80,27.60,108.20,60.93
AP4159,202308,AL064,BHX,RT04,WM01,62,2,12.50,3.13,31.65,31.65,31.65,31.65
AP4160,202308,AL076,BHX,RT04,WM01,8,0,25.00,0.00,91.13,91.13,91.13,91.13
AP4161,202308,AL079,BHX,RT04,WM01,86,1,31.03,1.15,17.49,17.49,17.49,17.49
AP4162,202308,AL084,BHX,RT04,WM01,40,3,20.93,6.98,20.43,20.43,20.43,20.43
AP4163,202308,AL090,BHX,RT04,WM01,1,0,0.00,0.00,29.00,29.00,29.00,29.00
AP4164,202308,AL100,BHX,RT03,WM01,46,0,12.70,0.00,39.83,0.00,20.11,13.28
AP4165,202308,AL116,BHX,RT04,WM01,174,4,19.45,2.12,124.85,0.00,35.00,15.61
AP4166,202308,AL118,BHX,RT04,WM01,504,14,22.84,3.78,100.32,12.71,45.83,25.08
AP4167,202308,AL126,BHX,RT03,WM01,124,0,24.19,0.00,13.02,13.02,13.02,13.02
AP4168,202308,AL132,BHX,RT04,WM01,1,0,0.00,0.00,75.00,75.00,75.00,75.00
AP4169,202308,AL135,BHX,RT04,WM01,107,7,6.40,6.13,41.74,0.00,22.59,13.91
AP4170,202308,AL149,BHX,RT03,WM01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4171,202308,AL152,BHX,RT04,WM01,26,0,1.92,0.00,40.50,0.00,40.50,20.25
AP4172,202308,AL160,BHX,RT03,WM01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4173,202308,AL183,BHX,RT04,WM01,1905,20,18.02,0.58,1345.55,0.00,184.50,26.38
AP4174,202308,AL189,BHX,RT03,WM01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4175,202308,AL194,BHX,RT04,WM01,280,7,24.04,2.44,16.68,16.68,16.68,16.68
AP4176,202308,AL203,BHX,RT04,WM01,245,5,37.76,1.18,84.51,0.00,31.66,21.13
AP4177,202308,AL206,BHX,RT04,WM01,356,18,9.67,5.23,53.30,22.04,31.26,26.65
AP4178,202308,AL239,BHX,RT03,WM01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4179,202308,AL241,BHX,RT04,WM01,62,0,29.03,0.00,26.69,26.69,26.69,26.69
AP4180,202308,AL248,BHX,RT04,WM01,1525,17,18.37,1.32,1202.75,0.00,86.35,28.64
AP4181,202308,AL251,BHX,RT04,WM01,31,3,8.82,8.82,29.10,29.10,29.10,29.10
AP4182,202308,AL253,BHX,RT04,WM01,28,0,7.14,0.00,23.46,23.46,23.46,23.46
AP4183,202308,AL270,BHX,RT04,WM01,336,13,22.77,3.59,54.53,23.91,30.62,27.27
AP4184,202308,AL274,BHX,RT04,WM01,114,5,21.22,5.04,96.99,4.92,55.32,32.33
AP4185,202308,AL279,BHX,RT04,WM01,66,2,1.47,2.94,31.92,31.92,31.92,31.92
AP4186,202308,AL287,BHX,RT04,WM01,124,0,12.90,0.00,33.10,33.10,33.10,33.10
AP4187,202308,AL290,BHX,RT03,WM01,1,0,0.00,0.00,15.00,15.00,15.00,15.00
AP4188,202308,AL296,BHX,RT04,WM01,1245,0,14.89,0.00,1675.08,5.11,206.00,33.50
AP4189,202308,AL318,BHX,RT03,WM01,89,2,9.26,0.65,54.38,0.00,24.39,10.88
AP4190,202308,AL326,BHX,RT04,WM01,72,0,9.03,0.00,167.06,0.00,61.17,20.88
AP4191,202308,AL327,BHX,RT04,WM01,92,1,16.47,0.71,99.70,22.54,50.22,33.23
AP4192,202308,AL328,BHX,RT03,WM01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4193,202308,AL007,BOH,RT03,SW01,10,0,40.00,0.00,1.00,1.00,1.00,1.00
AP4194,202308,AL051,BOH,RT03,SW01,10,0,40.00,0.00,10.20,10.20,10.20,10.20
AP4195,202308,AL115,BOH,RT03,SW01,1,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4196,202308,AL118,BOH,RT03,SW01,2,0,0.00,0.00,22.00,2.00,20.00,11.00
AP4197,202308,AL152,BOH,RT04,SW01,32,0,25.00,0.00,41.94,2.75,39.19,20.97
AP4198,202308,AL203,BOH,RT03,SW01,2,0,0.00,0.00,15.50,0.00,15.50,5.17
AP4199,202308,AL248,BOH,RT04,SW01,492,2,25.21,0.25,489.87,0.00,110.17,27.21
AP4200,202308,AL250,BOH,RT04,SW01,32,2,5.88,5.88,39.75,39.75,39.75,39.75
AP4201,202308,AL296,BOH,RT04,SW01,123,0,37.29,0.00,500.69,1.50,208.63,45.52
AP4202,202308,AL007,BRS,RT03,SW02,16,0,18.75,0.00,14.88,14.88,14.88,14.88
AP4203,202308,AL051,BRS,RT04,SW02,1,0,0.00,0.00,32.00,32.00,32.00,32.00
AP4204,202308,AL064,BRS,RT04,SW02,60,2,27.42,3.23,23.35,23.35,23.35,23.35
AP4205,202308,AL076,BRS,RT03,SW02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4206,202308,AL079,BRS,RT04,SW02,88,1,26.97,1.12,22.15,22.15,22.15,22.15
AP4207,202308,AL100,BRS,RT04,SW02,8,0,0.00,0.00,69.50,69.50,69.50,69.50
AP4208,202308,AL115,BRS,RT03,SW02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4209,202308,AL116,BRS,RT04,SW02,426,19,17.31,3.30,247.53,0.00,66.43,20.63
AP4210,202308,AL117,BRS,RT04,SW02,4,0,0.00,0.00,147.25,147.25,147.25,147.25
AP4211,202308,AL118,BRS,RT04,SW02,3079,107,13.59,3.19,2096.52,0.00,124.75,28.33
AP4212,202308,AL152,BRS,RT03,SW02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4213,202308,AL183,BRS,RT04,SW02,860,4,14.26,0.30,1940.94,0.00,231.44,51.08
AP4214,202308,AL194,BRS,RT03,SW02,217,8,8.22,1.78,15.15,0.00,15.15,7.57
AP4215,202308,AL203,BRS,RT04,SW02,44,2,5.81,25.58,80.83,0.00,46.00,20.21
AP4216,202308,AL206,BRS,RT04,SW02,86,0,36.05,0.00,15.38,15.38,15.38,15.38
AP4217,202308,AL248,BRS,RT04,SW02,1297,10,21.59,2.20,2398.44,0.00,1422.00,61.50
AP4218,202308,AL270,BRS,RT04,SW02,213,9,11.84,2.68,59.08,28.16,30.93,29.54
AP4219,202308,AL274,BRS,RT04,SW02,26,0,7.69,0.00,24.96,24.96,24.96,24.96
AP4220,202308,AL279,BRS,RT04,SW02,24,2,7.69,7.69,29.38,29.38,29.38,29.38
AP4221,202308,AL296,BRS,RT04,SW02,628,0,19.96,0.00,1093.10,0.00,150.00,30.36
AP4222,202308,AL326,BRS,RT04,SW02,18,0,16.67,0.00,40.22,40.22,40.22,40.22
AP4223,202308,AL039,CWL,RT04,WA01,1,0,0.00,0.00,43.00,43.00,43.00,43.00
AP4224,202308,AL064,CWL,RT03,WA01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4225,202308,AL076,CWL,RT04,WA01,8,0,37.50,0.00,19.13,19.13,19.13,19.13
AP4226,202308,AL115,CWL,RT03,WA01,63,2,39.78,1.08,27.25,0.00,22.25,9.08
AP4227,202308,AL124,CWL,RT03,WA01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4228,202308,AL125,CWL,RT04,WA01,60,2,25.81,3.23,15.75,15.75,15.75,15.75
AP4229,202308,AL152,CWL,RT03,WA01,8,0,25.00,0.00,2.50,2.50,2.50,2.50
AP4230,202308,AL193,CWL,RT04,WA01,1,0,0.00,0.00,44.00,44.00,44.00,44.00
AP4231,202308,AL194,CWL,RT03,WA01,173,6,29.61,3.35,12.72,12.72,12.72,12.72
AP4232,202308,AL203,CWL,RT04,WA01,52,2,14.81,3.70,28.96,28.96,28.96,28.96
AP4233,202308,AL248,CWL,RT03,WA01,95,0,19.34,0.00,38.32,0.00,18.98,9.58
AP4234,202308,AL250,CWL,RT04,WA01,18,0,44.44,0.00,32.39,32.39,32.39,32.39
AP4235,202308,AL296,CWL,RT04,WA01,372,0,24.28,0.00,402.97,3.39,43.81,18.32
AP4236,202308,AL318,CWL,RT03,WA01,44,0,12.29,0.00,22.73,0.00,13.23,5.68
AP4237,202308,AL328,CWL,RT03,WA01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4238,202308,AL033,DSA,RT03,YH01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4239,202308,AL045,DSA,RT03,YH01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4240,202308,AL076,DSA,RT03,YH01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4241,202308,AL152,DSA,RT03,YH01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4242,202308,AL189,DSA,RT03,YH01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4243,202308,AL221,DSA,RT03,YH01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4244,202308,AL289,DSA,RT03,YH01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4245,202308,AL296,DSA,RT03,YH01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4246,202308,AL315,DSA,RT03,YH01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4247,202308,AL326,DSA,RT03,YH01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4248,202308,AL007,EMA,RT02,EM01,16,0,62.50,0.00,8.13,0.00,8.13,4.06
AP4249,202308,AL008,EMA,RT04,EM01,67,0,31.34,0.00,22.94,22.94,22.94,22.94
AP4250,202308,AL040,EMA,RT03,EM01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4251,202308,AL064,EMA,RT04,EM01,34,0,8.82,0.00,53.65,53.65,53.65,53.65
AP4252,202308,AL076,EMA,RT03,EM01,8,0,25.00,0.00,4.50,4.50,4.50,4.50
AP4253,202308,AL079,EMA,RT03,EM01,61,0,65.83,0.00,11.58,0.00,11.58,5.79
AP4254,202308,AL115,EMA,RT04,EM01,118,6,11.12,4.88,54.79,14.20,20.85,18.26
AP4255,202308,AL149,EMA,RT03,EM01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4256,202308,AL152,EMA,RT04,EM01,8,0,0.00,0.00,55.50,55.50,55.50,55.50
AP4257,202308,AL183,EMA,RT04,EM01,888,6,25.04,0.61,858.57,0.88,213.00,26.02
AP4258,202308,AL248,EMA,RT04,EM01,1420,9,32.93,0.90,689.47,0.00,46.38,19.15
AP4259,202308,AL250,EMA,RT04,EM01,31,2,30.30,6.06,20.23,20.23,20.23,20.23
AP4260,202308,AL296,EMA,RT04,EM01,608,0,17.94,0.00,622.40,0.00,60.32,20.08
AP4261,202308,AL007,EDI,RT04,SC02,28,0,17.86,0.00,19.18,19.18,19.18,19.18
AP4262,202308,AL008,EDI,RT04,SC02,513,31,17.25,6.63,58.87,20.43,38.44,29.44
AP4263,202308,AL020,EDI,RT02,SC02,7,0,85.71,0.00,6.43,6.43,6.43,6.43
AP4264,202308,AL024,EDI,RT03,SC02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4265,202308,AL027,EDI,RT04,SC02,62,0,32.26,0.00,19.61,19.61,19.61,19.61
AP4266,202308,AL029,EDI,RT03,SC02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4267,202308,AL032,EDI,RT04,SC02,175,5,11.11,2.78,27.55,27.55,27.55,27.55
AP4268,202308,AL040,EDI,RT04,SC02,11,0,5.00,0.00,250.60,114.00,136.60,125.30
AP4269,202308,AL062,EDI,RT04,SC02,18,0,27.78,0.00,33.17,33.17,33.17,33.17
AP4270,202308,AL066,EDI,RT03,SC02,2,0,0.00,0.00,27.00,12.00,15.00,13.50
AP4271,202308,AL071,EDI,RT04,SC02,395,16,20.55,0.48,210.64,0.00,59.50,21.06
AP4272,202308,AL076,EDI,RT03,SC02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4273,202308,AL083,EDI,RT04,SC02,639,36,18.22,5.33,22.93,22.93,22.93,22.93
AP4274,202308,AL084,EDI,RT04,SC02,60,2,12.90,3.23,22.88,22.88,22.88,22.88
AP4275,202308,AL099,EDI,RT03,SC02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4276,202308,AL111,EDI,RT04,SC02,186,3,33.33,1.59,82.66,17.50,41.27,27.55
AP4277,202308,AL115,EDI,RT04,SC02,1,0,0.00,0.00,23.00,23.00,23.00,23.00
AP4278,202308,AL116,EDI,RT04,SC02,104,4,17.10,2.28,75.18,0.00,30.58,15.04
AP4279,202308,AL117,EDI,RT04,SC02,58,4,25.81,6.45,22.64,22.64,22.64,22.64
AP4280,202308,AL118,EDI,RT04,SC02,2238,68,16.21,3.56,1272.09,0.00,114.00,31.03
AP4281,202308,AL119,EDI,RT04,SC02,70,2,15.28,2.78,22.20,22.20,22.20,22.20
AP4282,202308,AL135,EDI,RT04,SC02,103,1,5.61,0.81,83.28,32.95,50.33,41.64
AP4283,202308,AL137,EDI,RT04,SC02,10,0,10.00,0.00,96.75,10.50,29.75,19.35
AP4284,202308,AL142,EDI,RT04,SC02,46,0,10.87,0.00,21.15,21.15,21.15,21.15
AP4285,202308,AL149,EDI,RT03,SC02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4286,202308,AL151,EDI,RT03,SC02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4287,202308,AL152,EDI,RT04,SC02,18,0,5.56,0.00,28.17,28.17,28.17,28.17
AP4288,202308,AL162,EDI,RT04,SC02,16,0,6.25,0.00,36.56,36.56,36.56,36.56
AP4289,202308,AL172,EDI,RT03,SC02,18,0,27.78,0.00,11.67,11.67,11.67,11.67
AP4290,202308,AL183,EDI,RT03,SC02,486,0,26.28,0.00,441.98,0.00,42.21,13.81
AP4291,202308,AL188,EDI,RT03,SC02,1,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4292,202308,AL194,EDI,RT04,SC02,284,4,21.53,1.39,15.67,15.67,15.67,15.67
AP4293,202308,AL203,EDI,RT04,SC02,813,32,12.42,1.97,419.16,0.00,60.25,24.66
AP4294,202308,AL206,EDI,RT04,SC02,187,9,11.61,2.68,52.11,25.68,26.43,26.06
AP4295,202308,AL220,EDI,RT04,SC02,2,0,0.00,0.00,72.00,20.00,52.00,36.00
AP4296,202308,AL224,EDI,RT04,SC02,106,2,21.20,1.22,34.92,16.73,18.19,17.46
AP4297,202308,AL225,EDI,RT04,SC02,76,0,21.05,0.00,20.16,20.16,20.16,20.16
AP4298,202308,AL241,EDI,RT03,SC02,126,0,12.40,0.00,16.22,4.00,12.22,8.11
AP4299,202308,AL248,EDI,RT04,SC02,2159,26,15.66,1.28,1931.40,0.00,75.33,29.26
AP4300,202308,AL250,EDI,RT04,SC02,520,8,14.92,2.15,1596.46,2.20,214.13,61.40
AP4301,202308,AL251,EDI,RT04,SC02,94,0,21.44,0.00,61.81,11.75,30.19,20.60
AP4302,202308,AL274,EDI,RT03,SC02,46,0,36.36,0.00,20.32,4.50,15.82,10.16
AP4303,202308,AL287,EDI,RT04,SC02,62,0,29.03,0.00,17.87,17.87,17.87,17.87
AP4304,202308,AL290,EDI,RT03,SC02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4305,202308,AL293,EDI,RT04,SC02,26,2,25.00,7.14,26.27,26.27,26.27,26.27
AP4306,202308,AL294,EDI,RT04,SC02,30,4,11.76,11.76,26.73,26.73,26.73,26.73
AP4307,202308,AL296,EDI,RT04,SC02,8,0,0.00,0.00,96.75,0.00,96.75,32.25
AP4308,202308,AL306,EDI,RT04,SC02,244,4,33.87,2.15,52.51,15.22,21.27,17.50
AP4309,202308,AL312,EDI,RT04,SC02,18,0,11.11,0.00,20.89,20.89,20.89,20.89
AP4310,202308,AL318,EDI,RT04,SC02,36,0,20.83,0.00,31.75,0.00,31.75,15.88
AP4311,202308,AL321,EDI,RT03,SC02,26,0,7.69,0.00,27.65,0.00,27.65,13.83
AP4312,202308,AL326,EDI,RT04,SC02,36,0,15.28,0.00,79.83,0.00,50.22,19.96
AP4313,202308,AL327,EDI,RT04,SC02,16,0,31.25,0.00,17.50,17.50,17.50,17.50
AP4314,202308,AL051,EXT,RT03,SW03,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4315,202308,AL064,EXT,RT03,SW03,34,0,41.18,0.00,9.00,9.00,9.00,9.00
AP4316,202308,AL079,EXT,RT03,SW03,62,0,38.71,0.00,11.87,11.87,11.87,11.87
AP4317,202308,AL115,EXT,RT03,SW03,2,0,50.00,0.00,12.00,12.00,12.00,12.00
AP4318,202308,AL124,EXT,RT03,SW03,39,8,60.87,8.70,12.03,0.00,12.03,6.01
AP4319,202308,AL125,EXT,RT04,SW03,56,2,18.33,3.33,44.29,44.29,44.29,44.29
AP4320,202308,AL152,EXT,RT04,SW03,18,0,0.00,0.00,38.83,38.83,38.83,38.83
AP4321,202308,AL177,EXT,RT04,SW03,87,38,9.68,15.32,107.93,17.93,90.00,53.97
AP4322,202308,AL203,EXT,RT03,SW03,160,8,13.43,1.24,75.02,0.00,41.14,10.72
AP4323,202308,AL248,EXT,RT03,SW03,52,0,36.81,0.00,23.24,4.11,12.69,7.75
AP4324,202308,AL296,EXT,RT04,SW03,138,0,33.55,0.00,233.41,0.00,44.41,23.34
AP4325,202308,AL002,GW,RT03,SE01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4326,202308,AL006,GW,RT03,SE01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4327,202308,AL008,GW,RT04,SE01,222,8,4.08,1.16,77.66,0.00,45.00,25.89
AP4328,202308,AL021,GW,RT04,SE01,36,0,19.44,0.00,44.36,44.36,44.36,44.36
AP4329,202308,AL024,GW,RT04,SE01,134,2,10.49,0.62,47.63,0.00,29.20,15.88
AP4330,202308,AL029,GW,RT04,SE01,62,0,46.77,0.00,16.50,16.50,16.50,16.50
AP4331,202308,AL031,GW,RT04,SE01,124,0,20.16,0.00,17.61,17.61,17.61,17.61
AP4332,202308,AL035,GW,RT04,SE01,106,0,17.02,0.00,198.37,19.59,86.73,49.59
AP4333,202308,AL036,GW,RT04,SE01,62,0,3.23,0.00,41.18,41.18,41.18,41.18
AP4334,202308,AL042,GW,RT04,SE01,226,4,15.27,1.75,62.05,23.92,38.13,31.03
AP4335,202308,AL044,GW,RT03,SE01,204,0,12.09,0.00,58.23,0.00,26.22,14.56
AP4336,202308,AL051,GW,RT04,SE01,1,0,0.00,0.00,135.00,135.00,135.00,135.00
AP4337,202308,AL064,GW,RT04,SE01,362,7,22.76,1.90,29.47,29.47,29.47,29.47
AP4338,202308,AL071,GW,RT04,SE01,2,0,0.00,0.00,17.50,17.50,17.50,17.50
AP4339,202308,AL072,GW,RT04,SE01,2117,24,6.29,1.21,1584.52,22.55,87.15,45.27
AP4340,202308,AL073,GW,RT04,SE01,0,2,0.00,100.00,0.00,0.00,0.00,0.00
AP4341,202308,AL074,GW,RT03,SE01,18,0,21.25,0.00,29.85,9.25,20.60,14.93
AP4342,202308,AL076,GW,RT04,SE01,18,0,11.11,0.00,34.50,34.50,34.50,34.50
AP4343,202308,AL083,GW,RT04,SE01,694,181,6.60,32.32,963.78,0.00,121.00,14.60
AP4344,202308,AL093,GW,RT04,SE01,34,4,7.89,10.53,29.15,29.15,29.15,29.15
AP4345,202308,AL100,GW,RT04,SE01,79,0,3.47,0.00,89.00,0.00,37.13,17.80
AP4346,202308,AL101,GW,RT03,SE01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4347,202308,AL104,GW,RT04,SE01,16,0,6.25,0.00,70.31,70.31,70.31,70.31
AP4348,202308,AL333,GW,RT04,SE01,8,0,12.50,0.00,43.38,43.38,43.38,43.38
AP4349,202308,AL111,GW,RT03,SE01,60,2,20.97,3.23,14.87,14.87,14.87,14.87
AP4350,202308,AL115,GW,RT04,SE01,162,34,10.46,8.67,17.35,0.00,17.35,8.67
AP4351,202308,AL116,GW,RT04,SE01,0,77,0.00,100.00,0.00,0.00,0.00,0.00
AP4352,202308,AL117,GW,RT04,SE01,0,12,0.00,100.00,0.00,0.00,0.00,0.00
AP4353,202308,AL118,GW,RT04,SE01,12940,388,8.05,5.68,4470.05,0.00,68.59,36.94
AP4354,202308,AL126,GW,RT04,SE01,186,3,16.93,1.59,18.63,18.63,18.63,18.63
AP4355,202308,AL127,GW,RT04,SE01,70,1,5.11,1.11,419.90,0.00,80.75,41.99
AP4356,202308,AL132,GW,RT04,SE01,1,0,0.00,0.00,56.00,56.00,56.00,56.00
AP4357,202308,AL152,GW,RT04,SE01,62,0,3.23,0.00,54.56,0.00,54.56,27.28
AP4358,202308,AL172,GW,RT03,SE01,122,1,25.20,0.81,14.27,14.27,14.27,14.27
AP4359,202308,AL173,GW,RT04,SE01,62,0,11.29,0.00,30.60,30.60,30.60,30.60
AP4360,202308,AL185,GW,RT03,SE01,124,0,37.90,0.00,12.50,4.92,7.58,6.25
AP4361,202308,AL203,GW,RT03,SE01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4362,202308,AL206,GW,RT04,SE01,122,2,10.48,1.61,28.82,28.82,28.82,28.82
AP4363,202308,AL222,GW,RT04,SE01,0,1,0.00,33.33,0.00,0.00,0.00,0.00
AP4364,202308,AL223,GW,RT04,SE01,300,1,13.56,0.26,124.61,15.56,27.17,20.77
AP4365,202308,AL224,GW,RT04,SE01,532,11,21.04,1.48,52.22,15.73,18.73,17.41
AP4366,202308,AL225,GW,RT04,SE01,487,8,22.58,1.39,76.96,16.17,21.81,19.24
AP4367,202308,AL227,GW,RT04,SE01,36,0,8.33,0.00,68.86,68.86,68.86,68.86
AP4368,202308,AL239,GW,RT03,SE01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4369,202308,AL241,GW,RT04,SE01,118,0,22.88,0.00,16.03,16.03,16.03,16.03
AP4370,202308,AL244,GW,RT04,SE01,71,0,21.79,0.00,72.17,15.87,56.30,36.09
AP4371,202308,AL248,GW,RT04,SE01,614,6,11.55,1.02,134.33,17.56,41.62,33.58
AP4372,202308,AL253,GW,RT04,SE01,46,1,29.79,2.13,42.67,42.67,42.67,42.67
AP4373,202308,AL256,GW,RT03,SE01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4374,202308,AL261,GW,RT04,SE01,62,0,4.84,0.00,32.29,32.29,32.29,32.29
AP4375,202308,AL274,GW,RT04,SE01,158,4,12.44,2.18,130.26,29.62,67.52,43.42
AP4376,202308,AL287,GW,RT04,SE01,255,1,1.45,0.11,286.03,0.00,140.00,57.21
AP4377,202308,AL290,GW,RT03,SE01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4378,202308,AL296,GW,RT04,SE01,1752,20,6.24,0.53,2826.19,0.00,199.88,42.18
AP4379,202308,AL301,GW,RT04,SE01,34,0,0.00,0.00,88.38,88.38,88.38,88.38
AP4380,202308,AL315,GW,RT03,SE01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4381,202308,AL318,GW,RT04,SE01,1595,36,14.65,2.11,431.20,0.00,38.19,21.56
AP4382,202308,AL321,GW,RT03,SE01,62,0,5.65,0.00,25.10,0.00,25.10,6.27
AP4383,202308,AL326,GW,RT03,SE01,163,7,3.33,0.84,144.50,0.00,58.32,10.32
AP4384,202308,AL327,GW,RT04,SE01,464,8,8.21,1.18,274.06,35.06,53.14,45.68
AP4385,202308,AL328,GW,RT04,SE01,604,26,5.80,2.91,914.94,0.00,115.17,53.82
AP4386,202308,AL002,GLA,RT02,SC03,3,0,50.00,0.00,9.00,0.00,9.00,4.50
AP4387,202308,AL008,GLA,RT04,SC03,345,27,29.44,8.47,45.36,22.23,23.13,22.68
AP4388,202308,AL033,GLA,RT03,SC03,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4389,202308,AL034,GLA,RT03,SC03,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP4390,202308,AL039,GLA,RT04,SC03,2,0,0.00,0.00,37.00,14.00,23.00,18.50
AP4391,202308,AL044,GLA,RT03,SC03,62,0,40.32,0.00,12.29,12.29,12.29,12.29
AP4392,202308,AL064,GLA,RT03,SC03,0,0,0.00,0.00,0.00,0.00,0.00,0.00
